iter	RMSE
767	1.213554499
768	1.212348984
769	1.210489198
770	1.208785299
771	1.208252204
772	1.207014323
773	1.205944042
774	1.205449152
775	1.20326459
776	1.202931629
777	1.200486915
778	1.199185291
779	1.198953181
780	1.19781413
781	1.195845044
782	1.195689165
783	1.194131285
784	1.193702755
785	1.192518082
786	1.191519242
787	1.190644282
788	1.188611549
789	1.187457029
790	1.185503878
791	1.183143034
792	1.18044712
793	1.179038963
794	1.178326014
795	1.177525665
796	1.175762945
797	1.17331987
798	1.17208852
799	1.169484332
800	1.168798862
801	1.168378992
802	1.167287958
803	1.166318308
804	1.165832217
805	1.163740874
806	1.161831575
807	1.160430611
808	1.159803641
809	1.157758753
810	1.157372643
811	1.155571905
812	1.152949986
813	1.151025713
814	1.149444631
815	1.147090863
816	1.146634853
817	1.146391814
818	1.144389351
819	1.143164744
820	1.142078939
821	1.141073155
822	1.140038834
823	1.138376082
824	1.137613243
825	1.137189254
826	1.136568823
827	1.135874465
828	1.13453822
829	1.133668716
830	1.13247339
831	1.13146298
832	1.1289839
833	1.127709609
834	1.125721134
835	1.123997785
836	1.123716636
837	1.121619471
838	1.120029422
839	1.118047383
840	1.115669053
841	1.113619518
842	1.111466092
843	1.109249019
844	1.107535386
845	1.106631788
846	1.106092908
847	1.104359207
848	1.102424539
849	1.100990274
850	1.100802574
851	1.099598968
852	1.097726231
853	1.09580615
854	1.095100222
855	1.09306774
856	1.091132387
857	1.088997608
858	1.08793755
859	1.087131795
860	1.085383374
861	1.085005969
862	1.084481124
863	1.082516316
864	1.081303869
865	1.079284846
866	1.077820014
867	1.076638314
868	1.07436709
869	1.073998195
870	1.073133249
871	1.071319101
872	1.069180199
873	1.068695034
874	1.067562311
875	1.066957603
876	1.066601769
877	1.06469637
878	1.063186825
879	1.063021756
880	1.060982692
881	1.060482691
882	1.059148026
883	1.057388778
884	1.056407402
885	1.054514518
886	1.053450216
887	1.052767181
888	1.051971625
889	1.050337803
890	1.047872313
891	1.046373594
892	1.044330376
893	1.042682861
894	1.041681287
895	1.04042464
896	1.038676873
897	1.036953154
898	1.035466562
899	1.033614482
900	1.031861103
901	1.031237056
902	1.029978986
903	1.028774888
904	1.027567419
905	1.026351147
906	1.024503652
907	1.022716509
908	1.020495689
909	1.020198192
910	1.018946401
911	1.017076401
912	1.015724207
913	1.014934787
914	1.014106876
915	1.013721213
916	1.01342683
917	1.011453027
918	1.009996334
919	1.007894373
920	1.005825005
921	1.004992706
922	1.0045756
923	1.003675101
924	1.002460662
925	1.001170008
926	1.000519673
927	0.9993563444
928	0.9983811244
929	0.9971568286
930	0.9954970483
931	0.9950066752
932	0.9935584197
933	0.992257734
934	0.9916696294
935	0.9899401023
936	0.9879922698
937	0.9870864449
938	0.9862206328
939	0.9859714722
940	0.9842043224
941	0.9823867253
942	0.9806153922
943	0.9794658421
944	0.9783120286
945	0.9765718584
946	0.97526413
947	0.9744865884
948	0.9724372234
949	0.9707258609
950	0.9704963782
951	0.9692085429
952	0.9688816784
953	0.9681785746
954	0.9659711146
955	0.9640056512
956	0.9633084021
957	0.9631802119
958	0.96228029
959	0.9605290096
960	0.959649302
961	0.9580728911
962	0.9567689876
963	0.955486849
964	0.9535423959
965	0.9529000675
966	0.9511204338
967	0.9496204999
968	0.9476791
969	0.9467687196
970	0.9458287162
971	0.9452814116
972	0.9437853846
973	0.9434316272
974	0.9428733056
975	0.9421770821
976	0.941943773
977	0.9407972988
978	0.9389817044
979	0.9373269225
980	0.9368577724
981	0.9359560869
982	0.9345899044
983	0.9331919255
984	0.9318973767
985	0.929876944
986	0.9280450137
987	0.9267562953
988	0.9266474029
989	0.9258652437
990	0.9243000847
991	0.9237712365
992	0.9228583225
993	0.9220663806
994	0.9214183038
995	0.9197838718
996	0.9194840991
997	0.9182209042
998	0.917161393
999	0.9164162965
